id,brand_id,category_id,subcategory_id,name_en,name_ar,model,slug,price,discount_price,description_en,description_ar,specifications_en,specifications_ar,images,active,created_at,updated_at
30,25,2,48,Imperial,إمبريال,IMGA-2428-N,imperial-cooking-ranges-imga-2428-n-30,0.00,,"The steel construction provides the unit with excellent heat retention and quick recovery, ensuring your products will be cooked to perfection. The aeration baffles between the 2 burners spreads heat evenly across the plate, while a full width rear flue also helps to uniformly distribute heat across the surface. The burners are individually controlled by manual controls knobs with adjustable gas valves and continuous pilot lights for instant ignition. Plus, the knobs are cast aluminum with heat protection grips for safe use.

The durable stainless steel exterior and one-piece rolled ledge make for easy cleaning, and the 4"" grease gutter and removable 1 gallon grease can maintain sanitary conditions. Complete with 4"" stainless steel legs, this unit can be easily placed on an equipment stand or refrigerated base. A natural gas connection is required for operation.

Overall Dimensions:
Width: 24""
Depth: 32 3/8""
Height: 14""

Cooking Surface Dimensions:
Width: 24""
Depth: 24""
","توفر البنية الفولاذية للجهاز احتفاظًا ممتازًا بالحرارة واستعادة سريعة، مما يضمن طهي منتجاتك على أكمل وجه. يعمل حواجز التهوية بين الشعلتين على توزيع الحرارة بالتساوي عبر الصفيحة، في حين يساعد المدخنة الخلفية بعرض كامل أيضًا على توزيع الحرارة بالتساوي عبر السطح. يتم التحكم في الشعلات بشكل فردي بواسطة مقابض التحكم اليدوية بصمامات غاز قابلة للتعديل وأضواء تجريبية مستمرة للإشعال الفوري. بالإضافة إلى ذلك، المقابض مصنوعة من الألومنيوم المصبوب مع مقابض حماية من الحرارة للاستخدام الآمن. يسهل التنظيف بفضل الهيكل الخارجي المتين من الفولاذ المقاوم للصدأ والحافة الدائرية المكونة من قطعة واحدة، ويتم الحفاظ على النظافة باستخدام ميزاب شحم بطول 4 بوصات وعلبة شحم قابلة للإزالة بسعة 1 جالون. تكتمل الوحدة بأرجل من الفولاذ المقاوم للصدأ بارتفاع 4 بوصات ويمكن وضعها بسهولة على قاعدة معدات أو قاعدة مبردة. يتطلب التشغيل توصيلًا بالغاز الطبيعي. الأبعاد الكلية: العرض: 24 بوصة، العمق: 32 3/8 بوصة، الارتفاع: 14 بوصة. أبعاد سطح الطهي: العرض: 24 بوصة، العمق: 24 بوصة.
",{},{},[],true,2024-09-12 18:11:04+00,2025-02-22 03:38:39+00
31,25,2,48,Imperial,إمبريال,IMGA-3628-N,imperial-cooking-ranges-imga-3628-n-31,0.00,,"Thick, highly polished steel plate holds temperature and has a quick recovery.
Two plate thickness available, 3/4"" (19 mm) and 1"" (25 mm) for models with (-1) suffix.
Full 24"" (610 mm) plate depth for more cooking surface.
Surface is ideal for a large range of menu items.
Optional chrome and grooved griddle top are available as an option.
Grease Maintenance and Exterior
Stainless steel grease gutter is 4"" (102 mm) wide.
Large 1 gal (3.8 L) capacity grease can has a weep hole to indicate when full.
Grease can removes easily.
Stainless steel front, sides, splash guard, and ledge.
Stainless steel ledge is one piece rolled for cleaning convenience.
Range match profile when placed on a refrigerated base or equipment stand.
Control knobs are cast aluminum with a vylox heat protection grip.
4"" (102 mm) stainless steel legs are included.
One year parts and labor warranty.",صفيحة فولاذية سميكة ومصقولة تحتفظ بالحرارة وتستعيدها بسرعة. متوفرة بسمك صفيحة 3/4 بوصة (19 ملم) و1 بوصة (25 ملم) للطرازات ذات اللاحقة (-1). بعمق كامل يبلغ 24 بوصة (610 ملم) لتوفير مساحة طهي أكبر. السطح مثالي لمجموعة واسعة من عناصر القائمة. يتوفر سطح شواية مطلي بالكروم ومحزز كخيار. صيانة الشحوم والخارجية: قناة شحوم من الفولاذ المقاوم للصدأ بعرض 4 بوصات (102 ملم). عبوة شحوم بسعة 1 جالون (3.8 لتر) مع ثقب للتنبيه عندما تكون ممتلئة. عبوة الشحوم سهلة الإزالة. الأمام والجوانب والواقية من الرذاذ والرف الأمامي من الفولاذ المقاوم للصدأ. الرف الأمامي من الفولاذ المقاوم للصدأ عبارة عن قطعة واحدة دائرية لسهولة التنظيف. يتناسب الملف الشخصي مع الثلاجات الأساسية أو أرفف المعدات. مقابض التحكم مصنوعة من الألومنيوم المصبوب مع قبضة حماية من الحرارة Vylox. أرجل من الفولاذ المقاوم للصدأ بارتفاع 4 بوصات (102 ملم) متضمنة. ضمان لمدة سنة لقطع الغيار والعمل.,{},{},[],true,2024-09-12 18:13:54+00,2025-02-22 03:38:39+00
44,27,3,54,PizzaMaster,بيتزا ماستر,PM 732ED,pizzamaster-ovens-pm-732ed-44,0.00,,"High Temperature 700 Degrees Fahrenheit
Extreme Temperature 932 Degrees Fahrenheit Optional
Special Clay Hearthstone
Unique Scandinavian Design
“Extra” is Standard
Smart Unique Options
International Certificates

Power KW: 9.5

Placement
Oven must be installed with a clearance of 50 mm / 2 in towards all sides.

Electrical
For wire dimension (mm2/AWG) see ovens connecting terminal and/or the manual.

IMPORTANT!

All installations and services must comply to local and national codes and be carried
out by qualified servicers and electricians only.

“PLEASE NOTE” IF NOT IN STOCK PLEASE ALLOW 6 to 8 WEEKS FOR DELIVERY","درجة حرارة عالية 700 درجة فهرنهايت، درجة حرارة قصوى 932 درجة فهرنهايت. خيار حجر الطين الخاص متاح. تصميم اسكندنافي فريد. ""الإضافي"" هو المعيار. خيارات ذكية فريدة. شهادات دولية. الطاقة: 9.5 كيلوواط. التركيب: يجب تركيب الفرن بترك مساحة 50 مم / 2 بوصة من جميع الجوانب. الكهرباء: لمزيد من المعلومات حول قطر السلك (mm2/AWG) انظر محطة التوصيل الخاصة بالفرن و/أو الدليل. هام! يجب أن تتوافق جميع عمليات التركيب والصيانة مع القوانين المحلية والوطنية وأن يتم تنفيذها بواسطة فنيين وكهربائيين مؤهلين فقط. ""يرجى ملاحظة"" في حالة عدم توفر المنتج، يرجى الانتظار من 6 إلى 8 أسابيع للتسليم.
",{},{},[],true,2024-09-13 02:47:01+00,2025-02-22 03:38:39+00
45,27,3,54,PizzaMaster,بيتزا ماستر,PM 351ED-1,pizzamaster-ovens-pm-351ed-1-45,0.00,,"High Temperature 700 Degrees Fahrenheit 
Extreme Temperature 932 Degrees Fahrenheit Optional
Special Clay Hearthstone
Unique Scandinavian Design
“Extra” is Standard
Smart Unique Options
International Certificates
External dimensions: 23.4 x 21.5 x 19.7

Inernal dimensions: 14 x 14 Single Deck with extra shelf

Separate decks per oven: 1

Hearthstones per oven: 2

Power KW: 3.35

Placement:
Oven must be installed with a clearance of 50 mm / 2 in towards all sides.

Electrical
For wire dimension (mm2/AWG) see ovens connecting terminal and/or the manual.","درجة حرارة عالية 700 درجة فهرنهايت، درجة حرارة قصوى 932 درجة فهرنهايت. خيار حجر الطين الخاص متاح. تصميم اسكندنافي فريد. ""الإضافي"" هو المعيار. خيارات ذكية فريدة. شهادات دولية. الأبعاد الخارجية: 23.4 بوصة × 21.5 بوصة × 19.7 بوصة. الأبعاد الداخلية: 14 بوصة × 14 بوصة. سطح فردي مع رف إضافي. عدد الأسطح لكل فرن: 1. عدد حجرات الفرن: 2. الطاقة: 3.35 كيلوواط. التركيب: يجب تركيب الفرن بترك مساحة 50 مم / 2 بوصة من جميع الجوانب. الكهرباء: لمزيد من المعلومات حول قطر السلك (mm2/AWG) انظر محطة التوصيل الخاصة بالفرن و/أو الدليل.
",{},{},[],true,2024-09-13 02:51:59+00,2025-02-22 03:38:39+00
46,27,3,54,PizzaMaster,PizzaMaster,PM 352ED-2,pizzamaster-ovens-pm-352ed-2-46,0.00,,"High Temperature 700 Degrees Fahrenheit
Extreme Temperature 932 Degrees Fahrenheit Optional
Special Clay Hearthstone
Unique Scandinavian Design
“Extra” is Standard
Smart Unique Options
International Certificates
External dimensions: 23.4 x 21.5 x 31.5

Internal Dimentions: 14 x 14 Double Deck with 2 Extra Shelves

Separate decks per oven: 1

Hearthstones per oven: 4

Power KW: 6.70

Placement:
Oven must be installed with a clearance of 50 mm / 2 in towards all sides.

Electrical
For wire dimension (mm2/AWG) see ovens connecting terminal and/or the manual.","درجة حرارة عالية 700 درجة فهرنهايت، درجة حرارة قصوى 932 درجة فهرنهايت. خيار حجر الطين الخاص متاح. تصميم اسكندنافي فريد. ""الإضافي"" هو المعيار. خيارات ذكية فريدة. شهادات دولية. الأبعاد الخارجية: 23.4 بوصة × 21.5 بوصة × 31.5 بوصة. الأبعاد الداخلية: 14 بوصة × 14 بوصة. سطح مزدوج مع رفوف إضافية (2). عدد الأسطح لكل فرن: 1. عدد حجرات الفرن: 4. الطاقة: 6.70 كيلوواط. التركيب: يجب تركيب الفرن بترك مساحة 50 مم / 2 بوصة من جميع الجوانب. الكهرباء: لمزيد من المعلومات حول قطر السلك (mm2/AWG) انظر محطة التوصيل الخاصة بالفرن و/أو الدليل.",{},{},[],true,2024-09-13 03:09:50+00,2025-02-22 03:38:39+00
49,27,3,54,PizzaMaster,بيتزا ماستر,PM 402ED-1,pizzamaster-ovens-pm-402ed-1-49,0.00,,"High Temperature 700 Degrees Fahrenheit
Extreme Temperature 932 Degrees Fahrenheit Optional
Special Clay Hearthstone
Unique Scandinavian Design
“Extra” is Standard
Smart Unique Options
International Certificates
External dimensions: 25.6 x 23.6 x 31.5

Internal dimentions: 16 x 16 Double Deck with Extra Shelf

Separate decks per oven: 2

Hearthstones per oven: 3

Power KW: 7.60

Placement
Oven must be installed with a clearance of 50 mm / 2 in towards all sides.

Electrical
For wire dimension (mm2/AWG) see ovens connecting terminal and/or the manual.","درجة حرارة عالية 700 درجة فهرنهايت، درجة حرارة قصوى 932 درجة فهرنهايت. خيار حجر الطين الخاص متاح. تصميم اسكندنافي فريد. ""الإضافي"" هو المعيار. خيارات ذكية فريدة. شهادات دولية. الأبعاد الخارجية: 25.6 بوصة × 23.6 بوصة × 31.5 بوصة. الأبعاد الداخلية: 16 بوصة × 16 بوصة. سطح مزدوج مع رف إضافي. عدد الأسطح لكل فرن: 2. عدد حجرات الفرن: 3. الطاقة: 7.60 كيلوواط. التركيب: يجب تركيب الفرن بترك مساحة 50 مم / 2 بوصة من جميع الجوانب. الكهرباء: لمزيد من المعلومات حول قطر السلك (mm2/AWG) انظر محطة التوصيل الخاصة بالفرن و/أو الدليل.
",{},{},[],true,2024-09-13 03:18:49+00,2025-02-22 03:38:39+00
199,30,2,50,Counter Cooler  2D 70 mm   G250HC-304,مبرد طاولة - 2 باب G250HC-304,Counter Cooler  2D 70 mm   G250HC-304,klimasan--category-counter-cooler--2d-70-mm---g250hc-304-199,0.00,,"The Counter Cooler 2D 70 mm (Model: G250HC-304) is a high-performance commercial cooling unit designed for food service operations. It features a compact design, with a width of 70 mm, making it ideal for installation in kitchens with limited counter space. The cooler is constructed from high-grade stainless steel (type 304), ensuring durability, resistance to corrosion, and easy maintenance.","يعد مبرد الطاولة G250HC-304 ذو بابين وحدة تبريد تجارية عالية الأداء مصممة لعمليات تقديم الطعام. يتميز بتصميم مضغوط بعرض 70 مم، مما يجعله مثاليًا للتركيب في المطابخ ذات المساحة المحدودة. المبرد مصنوع من الفولاذ المقاوم للصدأ عالي الجودة (نوع 304)، لضمان المتانة ومقاومة التآكل وسهولة الصيانة.
",{},{},[],true,2024-10-21 13:10:05+00,2025-02-22 03:38:39+00
200,30,2,50,DD Freezer 80  mm G1600VF- 304,فريزر DD Freezer 80 مم G1600VF-304,DD Freezer 80  mm G1600VF- 304,klimasan--category-dd-freezer-80--mm-g1600vf--304-200,0.00,,"Model: G1600VF-304
Type: Deep Freezer
Width: 80 mm
Material: High-quality stainless steel (type 304), providing excellent durability, corrosion resistance, and easy cleaning.
Temperature Range: Capable of maintaining extremely low temperatures for optimal food preservation.
Cooling System: Equipped with a powerful compressor for rapid cooling and consistent temperature maintenance.
Energy Efficiency: Designed for low energy consumption, contributing to reduced operating costs.
Application: Ideal for commercial kitchens, restaurants, cafes, and other food service establishments requiring reliable frozen storage.
Storage Capacity: Suitable for storing various frozen foods, ingredients, and other perishable items.","الطراز: G1600VF-304
النوع: فريزر عميق
العرض: 80 مم
المادة: فولاذ مقاوم للصدأ عالي الجودة (نوع 304)، يوفر متانة عالية ومقاومة للتآكل وسهولة في التنظيف.
نظام التبريد: مزود بضاغط قوي لتبريد سريع والحفاظ على درجة الحرارة بشكل متسق.
نطاق درجة الحرارة: قادر على الحفاظ على درجات حرارة منخفضة للغاية لتخزين الطعام المثالي.
كفاءة الطاقة: مصمم لاستهلاك منخفض للطاقة مما يساهم في تقليل تكاليف التشغيل.
التطبيق: مثالي للمطابخ التجارية والمطاعم والمقاهي وأماكن تقديم الطعام الأخرى التي تتطلب تخزينًا موثوقًا للمواد المجمدة.
سعة التخزين: مناسب لتخزين مختلف الأطعمة المجمدة والمكونات وغيرها من المواد القابلة للتلف.

",{},{},[],true,2024-10-21 13:18:44+00,2025-02-22 03:38:39+00
201,30,2,50,Counter Cooler  3D 70 mm   G350HC-304,مبرد طاولة - 3 أبواب G350HC-304,Counter Cooler  3D 70 mm   G350HC-304,klimasan--category-counter-cooler--3d-70-mm---g350hc-304-201,0.00,,"Model: G350HC-304
Type: Counter Cooler with three doors (3D)
Width: 70 mm
Material: Made from high-quality stainless steel (type 304), ensuring excellent durability, resistance to corrosion, and easy cleaning.
Cooling System: Advanced cooling technology for uniform temperature distribution to keep food and beverages fresh.
Temperature Range: Optimized to maintain a consistent temperature range suitable for chilled storage.
Energy Efficiency: Designed for energy-saving performance, reducing power consumption without compromising cooling efficiency.
Application: Suitable for commercial kitchens, restaurants, cafes, and other food service establishments requiring efficient counter storage.
Storage Capacity: Three-door design provides ample space for storing a variety of perishable items, ingredients, and beverages","الطراز: G350HC-304
النوع: مبرد طاولة بثلاثة أبواب (3D)
العرض: 70 مم
المادة: مصنوع من الفولاذ المقاوم للصدأ عالي الجودة (نوع 304)، مما يوفر متانة ممتازة، مقاومة للتآكل، وسهولة التنظيف.
نظام التبريد: تكنولوجيا تبريد متقدمة لتوزيع درجة حرارة متساوي، مما يحافظ على طزاجة الطعام والمشروبات.
نطاق درجة الحرارة: مصمم للحفاظ على نطاق درجة حرارة ثابت مناسب للتخزين المبرد.
كفاءة الطاقة: مصمم للأداء الموفّر للطاقة، مما يقلل من استهلاك الكهرباء دون المساس بكفاءة التبريد.
التطبيق: مناسب للمطابخ التجارية، المطاعم، المقاهي، وأماكن تقديم الطعام الأخرى التي تتطلب تخزينًا فعالًا في الطاولات.
سعة التخزين: تصميم بثلاثة أبواب يوفر مساحة واسعة لتخزين مجموعة متنوعة من المنتجات القابلة للتلف والمكونات والمشروبات.",{},{},[],true,2024-10-21 13:22:48+00,2025-02-22 03:38:39+00
202,30,2,50,SD Cooler 80 mm   G800VC-304,SD Cooler 80 مم G800VC-304,SD Cooler 80 mm   G800VC-304,klimasan--category-sd-cooler-80-mm---g800vc-304-202,0.00,,"Model: G800VC-304
Type: Single Door (SD) Cooler
Width: 80 mm
Material: Constructed from high-grade stainless steel (type 304) for enhanced durability, corrosion resistance, and easy maintenance.
Cooling System: Equipped with an efficient cooling mechanism that ensures uniform temperature distribution to keep stored items fresh.
Temperature Range: Designed to maintain an optimal temperature range for chilled storage, ideal for perishable items.
Energy Efficiency: Engineered for low energy consumption, offering cost-effective operation without compromising performance.
Application: Perfect for commercial kitchens, restaurants, cafes, and other food service environments that require reliable cooling solutions.
Storage Capacity: Spacious interior designed to accommodate a variety of food products, beverages, and ingredients.","الطراز: G800VC-304
النوع: مبرد بباب واحد (SD)
العرض: 80 مم
المادة: مصنوع من الفولاذ المقاوم للصدأ عالي الجودة (نوع 304) لضمان المتانة العالية، مقاومة التآكل، وسهولة الصيانة.
نظام التبريد: مزود بآلية تبريد فعالة لضمان توزيع درجة حرارة موحدة للحفاظ على المنتجات المخزنة طازجة.
نطاق درجة الحرارة: مصمم للحفاظ على نطاق درجة حرارة مثالي للتخزين المبرد، مناسب للمنتجات القابلة للتلف.
كفاءة الطاقة: مصمم لاستهلاك منخفض للطاقة، مما يوفر تكلفة تشغيلية اقتصادية دون المساومة على الأداء.
التطبيق: مثالي للمطابخ التجارية، المطاعم، المقاهي، وأماكن تقديم الطعام الأخرى التي تتطلب حلول تبريد موثوقة.
سعة التخزين: تصميم داخلي فسيح لاستيعاب مجموعة متنوعة من المنتجات الغذائية والمشروبات والمكونات.

",{},{},[],true,2024-10-21 13:31:49+00,2025-02-22 03:38:39+00
203,30,9,80,S75,S75,S75,klimasan--supermarket-display-cabinet-s75-203,0.00,,"5 facing cans, 2 shelves, 1 vertical side LED, Hinged door, Frameless
glass, Self closing door, Black color- door frame, White inner and
Black outer body, Metallic inner body, R600a, Temp 0/+100C,
Electro-Mechanical controller, Uk plug, Price holders, Digital
Thermometer","5 علب على الرف، رفان، إضاءة LED جانبية، باب بمفصلات، زجاج بدون إطار، باب يغلق تلقائيًا، لون أسود - إطار الباب، هيكل داخلي أبيض وخارجي أسود، هيكل داخلي معدني، غاز R600a، درجة حرارة 0/+10 درجة مئوية، وحدة تحكم كهروميكانيكية، قابس بريطاني، حامل أسعار، مقياس حرارة رقمي
",{},{},[],true,2024-10-21 13:43:11+00,2025-02-22 03:38:39+00
204,30,9,80,S110 - Counter top Cooler,S110 - مبرد طاولة,S110 - Counter top Cooler,klimasan--supermarket-display-cabinet-s110---counter-top-cooler-204,0.00,,"6 facing cans, 2 shelves, 1 vertical side LED, Hinged door, Frameless
glass, Black color- door frame, White inner and Black outer body,
Metallic inner body, R600a, Temp 0/+100C, Mechanical controller,
Uk plug, Digital Thermometer, Embraco/Cubigel compressor,
Voltage 220-240/50hz, made in Turkey
Capacity : 143 Ltrs","6 علب على الرف، رفان، إضاءة LED جانبية، باب بمفصلات، زجاج بدون إطار، لون أسود - إطار الباب، هيكل داخلي أبيض وخارجي أسود، هيكل داخلي معدني، غاز R600a، درجة حرارة 0/+10 درجة مئوية، وحدة تحكم ميكانيكية، قابس بريطاني، مقياس حرارة رقمي، ضاغط Embraco/Cubigel، جهد كهربائي 220-240/50 هرتز، صنع في تركيا، السعة: 143 لتر

",{},{},[],true,2024-10-21 13:47:25+00,2025-02-22 03:38:39+00
205,30,9,80,S149-Counter top cooler,S149 - مبرد طاولة,S149-Counter top cooler,klimasan--supermarket-display-cabinet-s149-counter-top-cooler-205,0.00,,"Gross/Net Volume (lt)
External (WxDxH) (mm)
Internal (WxDxH) (mm)
Number of Shelves
Temperature Range
Ambient Condition
Refrigeration
Energy Class / Consumption
158/148
600x645x840
490x466x670
3
+1/+9
CC2
R600a
C/1,057 ; D/1,509 ; E/1,967 ; F/2,421 (kWh/day)","الحجم الإجمالي/الصافي (لتر): 158/148
الأبعاد الخارجية (عرضxعمقxارتفاع) (مم): 600x645x840
الأبعاد الداخلية (عرضxعمقxارتفاع) (مم): 490x466x670
عدد الرفوف: 3
نطاق درجة الحرارة: +1/+9 درجة مئوية
حالة البيئة: CC2
غاز التبريد: R600a
استهلاك الطاقة: C/1,057 ؛ D/1,509 ؛ E/1,967 ؛ F/2,421 (كيلوواط ساعة/اليوم)

",{},{},[],true,2024-10-21 13:55:22+00,2025-02-22 03:38:39+00
206,30,9,80,S220 Hinged - Back Bar Cooler,S220 Hinged - مبرد بار خلفي بأبواب بمفصلات,S220 Hinged - Back Bar Cooler,klimasan--supermarket-display-cabinet-s220-hinged---back-bar-cooler-206,0.00,,"12 facing per shelf (0.33 ml can), 2 shelves, 1x horizontal LED, Hinged
Door, self closing door, black door frame, metallic inner body, white
inner and Black outer body, Temperature 0/+100C, R600a, Uk plug,
Digital Thermometer , Embraco/Cubigel compressor, Voltage 220-
240/50hz, made in Turkey, Capacity : 223 Ltrs",12 علبة لكل رف (علب 0.33 مل)، رفان، إضاءة LED أفقية، باب بمفصلات، باب يغلق تلقائيًا، إطار باب أسود، هيكل داخلي معدني، هيكل داخلي أبيض وخارجي أسود، درجة حرارة 0/+10 درجة مئوية، غاز R600a، قابس بريطاني، مقياس حرارة رقمي، ضاغط Embraco/Cubigel، جهد كهربائي 220-240/50 هرتز، صنع في تركيا، السعة: 223 لتر,{},{},[],true,2024-10-21 13:58:11+00,2025-02-22 03:38:39+00
207,30,9,80,S220 Sliding - Back Bar cooler,S220 Sliding - مبرد بار خلفي بأبواب منزلقة,S220 Sliding - Back Bar cooler,klimasan--supermarket-display-cabinet-s220-sliding---back-bar-cooler-207,0.00,,"Gross/Net Volume (lt)
External (WxDxH) (mm)
Internal (WxDxH) (mm)
Facing (330 ml/500 ml)
Loading (330 ml/500 ml)
Number of Shelves
Temperature Range
Ambient Condition
Refrigeration
Energy Class / Consumption
218/193
888x504x886
797x338x751
12
302/151
2
+1/+9 °C
CC2
R600a
B/0,648 ; C/1,133 ; D/1,620 ; E/2,107 ; F/2,594 (kWh/day)","الحجم الإجمالي/الصافي (لتر): 218/193
الأبعاد الخارجية (عرضxعمقxارتفاع) (مم): 888x504x886
الأبعاد الداخلية (عرضxعمقxارتفاع) (مم): 797x338x751
التوجيه (علب 330 مل / 500 مل): 12
التحميل (علب 330 مل / 500 مل): 302/151
عدد الرفوف: 2
نطاق درجة الحرارة: +1/+9 درجة مئوية
حالة البيئة: CC2
استهلاك الطاقة: B/0.648 ؛ C/1.133 ؛ D/1.620 ؛ E/2.107 ؛ F/2.594 (كيلوواط ساعة/اليوم)

",{},{},[],true,2024-10-21 14:00:57+00,2025-02-22 03:38:39+00
208,30,9,80,S149 WIC- Wine Cooler,S149 WIC - مبرد للنبيذ,S149 WIC- Wine Cooler,klimasan--supermarket-display-cabinet-s149-wic--wine-cooler-208,0.00,,"R600 gas, mechanical thermostat, digital thermometer, 1 x
horizantol Led, plastic inner, 1 storage golden shelf, 1 golden display
shelf, black inner and Black outer body, black frame, Electronical
controller with digital display, Temperature +7/+20OC, UK plug,
adjustable feet, price holder, indoor usage, with door lock .made in
Turkey, Capacity : 158","غاز R600، ترموستات ميكانيكي، مقياس حرارة رقمي، إضاءة LED أفقية، هيكل داخلي بلاستيكي، رف تخزين ذهبي، رف عرض ذهبي، إطار أسود، هيكل داخلي وخارجي أسود، وحدة تحكم إلكترونية مع شاشة عرض رقمية، درجة حرارة +7/+20 درجة مئوية، قابس بريطاني، أقدام قابلة للتعديل، حامل أسعار، استخدام داخلي، مع قفل الباب، صنع في تركيا، السعة: 158 لتر
",{},{},[],true,2024-10-21 14:04:18+00,2025-02-22 03:38:39+00
209,30,9,80,D 372 WIC - Wine Cooler,D 372 WIC - مبرد للنبيذ,D 372 WIC - Wine Cooler,klimasan--supermarket-display-cabinet-d-372-wic---wine-cooler-209,0.00,,"5 facing cans, 5 wooden shelves, 2 display Golden shelves, 2x vertical
side LED,hinged door, fan switch, Standard Aluminum door , door
lock,self closing door, control panel, black door frame, inner and
outer body, plastic inner body type and front grid, R600a,
Electronical controller with digital display, Temperature +7/+20OC,
Adjustable feet, Uk plug , Embraco/Cubigel compressor, Voltage
220-240/50hz, made in Turkey, Capacity : 382","5 علب، 5 رفوف خشبية، 2 رف عرض ذهبي، إضاءة LED جانبية، باب بمفصلات، مروحة، باب ألومنيوم قياسي، قفل الباب، باب يغلق تلقائيًا، لوحة تحكم، إطار باب أسود، هيكل داخلي وخارجي بلاستيكي، غاز R600a، وحدة تحكم إلكترونية مع شاشة عرض رقمية، درجة حرارة +7/+20 درجة مئوية، أقدام قابلة للتعديل، قابس بريطاني، ضاغط Embraco/Cubigel، صنع في تركيا، السعة: 382 لتر

",{},{},[],true,2024-10-21 14:06:38+00,2025-02-22 03:38:39+00
210,30,9,80,OF 880 - Open Cooler,OF 880 - مبرد مفتوح,OF 880 - Open Cooler,klimasan--supermarket-display-cabinet-of-880---open-cooler-210,0.00,,"12 facing can per shelve, 4 shelves, 2 vertical sided LED, Canopy,
white inner body and grey outer body color, Metallic inner body
and front grid, R290, Temperature +2/+150C, Electronic + Digital
Display Controller, Uk plug, Adjustable feet, Price holders, Embraco
compressor, Voltage 220-240/50hz, made in Turkey
Capacity : 727 Ltrs","12 علبة لكل رف، 4 رفوف، إضاءة LED جانبية، مظلة، هيكل داخلي أبيض وهيكل خارجي رمادي، شبكة أمامية معدنية، غاز R290، درجة حرارة +2/+15 درجة مئوية، وحدة تحكم إلكترونية + عرض رقمي، قابس بريطاني، أقدام قابلة للتعديل، حاملات أسعار، ضاغط Embraco، صنع في تركيا، السعة: 727 لتر

",{},{},[],true,2024-10-21 14:12:43+00,2025-02-22 03:38:39+00
211,30,9,80,S225 with canopy - Slim Cooler (Black),S225 - مبرد نحيف مع مظلة (أسود),S225 with canopy - Slim Cooler (Black),klimasan--supermarket-display-cabinet-s225-with-canopy---slim-cooler-black-211,0.00,,"5 facing cans, 5+ bottom shelves, 1 vertical side LED, Hinged door,
Fan switch, Standard aluminum door, Door lock, Self closing door,
Black door - frame, Canopy & front grid, Canopy, White inner and
Black outer body, Metallic inner and front grid, R600a, Temperature
0/+100C, Electro-Mechanical controller, Uk plug, Price holders,
Digital Thermometer, Condition C
made in Turkey, Capacity : 221 Ltrs",5 علب لكل رف، 5+ رفوف سفلية، إضاءة LED جانبية، باب بمفصلات، مروحة، باب ألومنيوم قياسي، قفل الباب، باب يغلق تلقائيًا، إطار الباب أسود، مظلة سوداء، هيكل داخلي أبيض وهيكل خارجي أسود، الشبكة الأمامية معدنية، غاز R600a، درجة حرارة 0/+10 درجة مئوية، تحكم ميكانيكي، قابس بريطاني، حاملات أسعار، ميزان حرارة رقمي، صنع في تركيا، السعة: 221 لتر,{},{},[],true,2024-10-21 14:17:39+00,2025-02-22 03:38:39+00
